sentence,label,target_position,target_word,pos_tag,gloss,eg_sent
In the UK ( see Petts 1988 for a splendid overview ) the Health and Safety Executive must be notified of sites where hazardous substances in excess of threshold limits are handled .,0,4,see,verb,Perceive with the eyes; discern visually.,in the distance she could see the blue sea
"The John Wayne stereotype was rejected , along with his conservative values , he said .",0,5,reject,verb,"Dismiss as inadequate, unacceptable, or faulty.",union negotiators rejected a 1.5 per cent pay award
"Most of the popular books showing the Mesozoic giants in their natural setting portray them wallowing about in swamps flanked by deep vegetation , their bodies largely under water .",0,15,wallow,verb,"(chiefly of large mammals) roll about or lie in mud or water, especially to keep cool or avoid biting insects.",there were watering places where buffalo liked to wallow
The people of Munich call their version of Weissbier breakfast beer and have it with a pair of coddled veal sausages .,0,4,call,verb,Give (a baby or animal) a specified name.,they called their daughter Hannah
"Often the manual has to be provided hurriedly at the end of a project when the budget is running out , and it is regarded as a tiresome chore still required after the essential design work has been completed .",0,6,provide,verb,Make available for use; supply.,these clubs provide a much appreciated service for this area
Trellis is a useful compromise and you can always pretend it was forced on you by the speed of growth of your climbing rose .,0,9,pretend,verb,Behave so as to make it appear that something is the case when in fact it is not.,I closed my eyes and pretended I was asleep
But her mum I mean I know,0,6,know,verb,"Be aware of through observation, inquiry, or information.",most people know that CFCs can damage the ozone layer
"For practical purposes , the culpable causing of another person 's death may fairly be regarded as the most serious offence in the criminal calendar .",0,6,cause,verb,"Make (something, especially something bad) happen.",this disease can cause blindness
"Top of the Pops stuff does n't , in the sense that people who like to go and see live music do n't people who like that kind of music prefer the prefer it in a",0,30,prefer,verb,Like (one thing or person) better than another or others; tend to choose.,I prefer Venice to Rome
"Since we are not yet able to predict all the interactions which may be important in a study of environmental problems , collecting potentially useful data as well as those believed central to the problem under study is often wise ;",0,22,collect,verb,Bring or gather together (a number of things),he went round the office collecting old coffee cups
"Cup of tea , turn the car round and go back .",0,4,turn,verb,Move in a circular direction wholly or partly round an axis or point.,the big wheel was turning
She went on to list her daughter 's achievements : She put in an irritation system,0,11,put,verb,Move to or place in a particular position.,I put my hand out towards her
Yeah have n't got to worry .,1,5,worry,verb,Feel or cause to feel anxious or troubled about actual or potential problems.,he worried about his soldier sons in the war
"it 's gon na have to be erm erm dub dub wurgh wurgh erm tt I can get a delivery on Thursday , I need , we need a delivery on Thursday anyway",0,2,gon,verb,,
"Listen , go away She does n't say go away very much now .",0,7,say,verb,"Utter words so as to convey information, an opinion, a feeling or intention, or an instruction.","‘Thank you,’ he said"
They never stopped being Germans .,1,2,stop,verb,"(of an event, action, or process) come to an end; cease to happen.",his laughter stopped as quickly as it had begun
This problem has spread to the UK .,1,3,spread,verb,"Open out (something) so as to extend its surface area, width, or length.",I spread a towel on the sand and sat down
"Seemed to have got rather a lot of margarine on there , hope you 're going to eat all your toast today , not like yesterday",0,17,eat,verb,Put (food) into the mouth and chew and swallow it.,he was eating a hot dog
"Delaney took risks , plummeting feet first through the hatchways , and partly breaking his descent with the handrails , falling like a parachutist , rolling instantly deploying his Uzi against",0,20,fall,verb,"Move from a higher to a lower level, typically rapidly and without control.",five inches of snow fell through the night
