sentence,label,target_position,target_word,pos_tag,gloss,eg_sent
"But these themes are always interspersed with more fanciful ones : grimacing masks , weird animals , exuberant abstract patterns .",0,7,more,ADV,"Forming the comparative of adjectives and adverbs, especially those of more than one syllable.",for them enthusiasm is more important than talent
"I think those 10th- and 11th-century sculptors were motivated not just by piety but also by a certain competitive spirit : if a church was finer than the one in the next village , more pilgrims would surely pause there .",0,9,not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"I think those 10th- and 11th-century sculptors were motivated not just by piety but also by a certain competitive spirit : if a church was finer than the one in the next village , more pilgrims would surely pause there .",0,10,just,ADV,Exactly.,that's just what I need
"I think those 10th- and 11th-century sculptors were motivated not just by piety but also by a certain competitive spirit : if a church was finer than the one in the next village , more pilgrims would surely pause there .",0,14,also,ADV,In addition; too.,"a brilliant linguist, he was also interested in botany"
"I think those 10th- and 11th-century sculptors were motivated not just by piety but also by a certain competitive spirit : if a church was finer than the one in the next village , more pilgrims would surely pause there .",0,37,surely,ADV,Used to emphasize the speaker's firm belief that what they are saying is true and often their surprise that there is any doubt of this.,"if there is no will, then surely the house goes automatically to you"
"I think those 10th- and 11th-century sculptors were motivated not just by piety but also by a certain competitive spirit : if a church was finer than the one in the next village , more pilgrims would surely pause there .",0,39,there,ADV,"In, at, or to that place or position.",we went to Paris and stayed there ten days
Today 's attraction-merchants are doing no more to lure 20th-century tourists than their medieval forebears did for pilgrims .,0,6,more,ADV,"Forming the comparative of adjectives and adverbs, especially those of more than one syllable.",for them enthusiasm is more important than talent
Law : Always take along a friend to sue : Litigation can pay off even in the unlikeliest circumstances .,0,2,Always,ADV,At all times; on all occasions.,the sun always rises in the east
Law : Always take along a friend to sue : Litigation can pay off even in the unlikeliest circumstances .,0,14,even,ADV,Used to emphasize something surprising or extreme.,they have never even heard of the United States
WHEN things go wrong you can sue more often than you may think .,0,0,WHEN,ADV,At what time.,when did you last see him?
WHEN things go wrong you can sue more often than you may think .,0,3,wrong,ADV,In an unsuitable or undesirable manner or direction.,what am I doing wrong?
WHEN things go wrong you can sue more often than you may think .,0,7,more,ADV,"Forming the comparative of adjectives and adverbs, especially those of more than one syllable.",for them enthusiasm is more important than talent
WHEN things go wrong you can sue more often than you may think .,0,8,often,ADV,Frequently; many times.,he often goes for long walks by himself
Money may not have changed hands .,0,2,not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
It does n't matter .,0,2,n't,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"As long as you can show that they owed you a legal duty to be careful and have been negligent , damages could come your way .",0,0,As,ADV,Used in comparisons to refer to the extent or degree of something.,go as fast as you can
"As long as you can show that they owed you a legal duty to be careful and have been negligent , damages could come your way .",0,1,long,ADV,For a long time.,we hadn't known them long
There are a number of points to bear in mind .,0,0,There,ADV,"In, at, or to that place or position.",we went to Paris and stayed there ten days
"If you rely to your detriment on a misleading reference which was given negligently , you should be able to sue the referee .",0,13,negligently,ADV,,
A 26-year-old woman accountant who knew nothing about the mechanical side of vehicles asked her more knowledgeable friend to find a car for her .,0,15,more,ADV,"Forming the comparative of adjectives and adverbs, especially those of more than one syllable.",for them enthusiasm is more important than talent
She stipulated that it must never have been involved in an accident .,0,5,never,ADV,At no time in the past or future; not ever.,they had never been camping in their lives
"You can sue the professionals Ã¢ÂÂ builders , architects , surveyors or engineers Ã¢ÂÂ by courtesy of the Defective Premises Act 1972 , despite the fact that you never had a contract with them yourself .",0,28,never,ADV,At no time in the past or future; not ever.,they had never been camping in their lives
"There are strict time limits : generally , six years from when damage first occurred ; where the damage was initially Ã¢ÂÂ latent you are given longer Ã¢ÂÂ three years from when you could have discovered it , with a longstop of 15 years .",0,0,There,ADV,"In, at, or to that place or position.",we went to Paris and stayed there ten days
"There are strict time limits : generally , six years from when damage first occurred ; where the damage was initially Ã¢ÂÂ latent you are given longer Ã¢ÂÂ three years from when you could have discovered it , with a longstop of 15 years .",0,6,generally,ADV,In most cases; usually.,the term of a lease is generally 99 years
"There are strict time limits : generally , six years from when damage first occurred ; where the damage was initially Ã¢ÂÂ latent you are given longer Ã¢ÂÂ three years from when you could have discovered it , with a longstop of 15 years .",0,11,when,ADV,At what time.,when did you last see him?
"There are strict time limits : generally , six years from when damage first occurred ; where the damage was initially Ã¢ÂÂ latent you are given longer Ã¢ÂÂ three years from when you could have discovered it , with a longstop of 15 years .",0,13,first,ADV,,
"There are strict time limits : generally , six years from when damage first occurred ; where the damage was initially Ã¢ÂÂ latent you are given longer Ã¢ÂÂ three years from when you could have discovered it , with a longstop of 15 years .",1,16,where,ADV,In or to what place or position.,where do you live?
